GENE	sumZ	numObs	normZ	pval_synth	rank_synth	fdr_synth	pval_supp	rank_supp	fdr_supp
MNC91	-1.63	2	-0.45	0.326	709	0.909	0.674	1293	0.981
WXNT7	-1.63	2	-0.45	0.326	710	0.909	0.674	1292	0.981
RZE5	-1.62	2	-0.45	0.326	711	0.909	0.674	1291	0.981
HIO4	-1.62	2	-0.45	0.327	712	0.909	0.673	1290	0.981
TSB45	-1.62	2	-0.45	0.327	713	0.909	0.673	1289	0.981
AJPAW5	-1.62	2	-0.45	0.327	714	0.909	0.673	1288	0.981
RKS40	-1.62	2	-0.45	0.327	715	0.909	0.673	1287	0.981
KBDW2	-1.62	2	-0.45	0.328	716	0.909	0.672	1286	0.981
RBSIF8	-1.62	2	-0.45	0.328	717	0.909	0.672	1285	0.981
EXH46	-1.62	2	-0.45	0.328	718	0.909	0.672	1284	0.981
QJCY0	-1.61	2	-0.44	0.329	719	0.909	0.671	1283	0.981
IAZYB68	-1.61	2	-0.44	0.329	720	0.909	0.671	1282	0.981
DFQ13	-1.61	2	-0.44	0.329	721	0.909	0.671	1281	0.981
LSY54	-1.61	2	-0.44	0.329	722	0.909	0.671	1280	0.981
PCSOV427	-1.61	2	-0.44	0.33	723	0.909	0.67	1279	0.981
ZOWLP5	-1.61	2	-0.44	0.33	724	0.909	0.67	1278	0.981
QWG6	-1.60	2	-0.44	0.331	725	0.909	0.669	1277	0.981
UYVK543	-1.60	2	-0.44	0.331	726	0.909	0.669	1276	0.981
KDNFY3	-1.60	2	-0.44	0.332	727	0.909	0.668	1275	0.981
NQJG79	-1.60	2	-0.44	0.332	728	0.909	0.668	1274	0.981
YKNS6	-1.59	2	-0.43	0.333	729	0.909	0.667	1273	0.981
IZVQC25	-1.59	2	-0.43	0.333	730	0.909	0.667	1272	0.981
CDC59	-1.59	2	-0.43	0.334	731	0.909	0.666	1271	0.981
BUD839	-1.58	2	-0.43	0.334	732	0.909	0.666	1270	0.981
GBGWX734	-1.58	2	-0.43	0.334	733	0.909	0.666	1269	0.981
JLO78	-1.58	2	-0.43	0.335	734	0.909	0.665	1268	0.981
MPQEX407	-1.58	2	-0.42	0.335	735	0.909	0.665	1267	0.981
FMARY3	-1.57	2	-0.42	0.336	736	0.909	0.664	1266	0.981
SFMVQ0	-1.57	2	-0.42	0.336	737	0.909	0.664	1265	0.981
JDAFX702	-1.57	2	-0.42	0.336	738	0.909	0.664	1264	0.981
NXSUL162	-1.57	2	-0.42	0.336	739	0.909	0.664	1263	0.981
OFM79	-1.57	2	-0.42	0.336	740	0.909	0.664	1262	0.981
LCKS125	-1.57	2	-0.42	0.337	741	0.909	0.663	1261	0.981
BOI275	-1.56	2	-0.42	0.338	742	0.909	0.662	1260	0.981
UTKIF135	-1.56	2	-0.42	0.338	743	0.909	0.662	1259	0.981
YVBZ4	-1.56	2	-0.42	0.338	744	0.909	0.662	1258	0.981
QGCUJ3	-1.55	2	-0.41	0.34	745	0.911	0.66	1257	0.981
EDOX3	-1.55	2	-0.41	0.34	746	0.911	0.66	1256	0.981
AVNR463	-1.55	2	-0.41	0.34	747	0.911	0.66	1255	0.981
FCGIH354	-1.55	2	-0.41	0.34	748	0.911	0.66	1254	0.981
TRK90	-1.54	2	-0.41	0.341	749	0.911	0.659	1253	0.981
UIJQC3	-1.54	2	-0.41	0.342	750	0.911	0.658	1252	0.981
LYVBG1	-1.54	2	-0.41	0.342	751	0.911	0.658	1251	0.981
HQD69	-1.53	2	-0.40	0.344	752	0.914	0.656	1250	0.981
GDCU952	-1.53	2	-0.40	0.344	753	0.914	0.656	1249	0.981
XZQI3	-1.53	2	-0.40	0.345	754	0.914	0.655	1248	0.981
SGVXQ53	-1.53	2	-0.40	0.345	755	0.914	0.655	1247	0.981
UYF9	-1.52	2	-0.40	0.345	756	0.914	0.655	1246	0.981
VDBMQ597	-1.52	2	-0.40	0.346	757	0.914	0.654	1245	0.981
CNQ164	-1.52	2	-0.40	0.346	758	0.914	0.654	1244	0.981
WUJOX07	-1.50	2	-0.39	0.349	759	0.92	0.651	1243	0.981
DBDN3	-1.50	2	-0.39	0.35	760	0.92	0.65	1242	0.981
HVLIU8	-1.50	2	-0.38	0.35	761	0.92	0.65	1241	0.981
VXD2	-1.49	2	-0.38	0.351	762	0.92	0.649	1240	0.981
XLRWU3	-1.49	2	-0.38	0.352	763	0.92	0.648	1239	0.981
CGEO2	-1.49	2	-0.38	0.352	764	0.92	0.648	1238	0.981
AFQ935	-1.48	2	-0.38	0.353	765	0.92	0.647	1237	0.981
ELP19	-1.48	2	-0.37	0.354	766	0.92	0.646	1236	0.981
YGYRD21	-1.47	2	-0.37	0.355	767	0.92	0.645	1235	0.981
XXNJ58	-1.46	2	-0.37	0.357	768	0.92	0.643	1234	0.981
OVTQX368	-1.46	2	-0.37	0.357	769	0.92	0.643	1233	0.981
TWU4	-1.46	2	-0.36	0.358	770	0.92	0.642	1232	0.981
SLOFM392	-1.46	2	-0.36	0.358	771	0.92	0.642	1231	0.981
QIS01	-1.45	2	-0.36	0.359	772	0.92	0.641	1230	0.981
RONTA018	-1.45	2	-0.36	0.359	773	0.92	0.641	1229	0.981
USKL7	-1.45	2	-0.36	0.359	774	0.92	0.641	1228	0.981
MGSOH154	-1.45	2	-0.36	0.359	775	0.92	0.641	1227	0.981
PVIZ3	-1.45	2	-0.36	0.36	776	0.92	0.64	1226	0.981
STG962	-1.45	2	-0.36	0.36	777	0.92	0.64	1225	0.981
GHK0	-1.45	2	-0.36	0.36	778	0.92	0.64	1224	0.981
USJN16	-1.44	2	-0.36	0.361	779	0.92	0.639	1223	0.981
ULUBI649	-1.44	2	-0.35	0.362	780	0.92	0.638	1222	0.981
GOH894	-1.43	2	-0.35	0.364	781	0.92	0.636	1221	0.981
XIBQ9	-1.43	2	-0.35	0.364	782	0.92	0.636	1220	0.981
TQAR60	-1.43	2	-0.35	0.364	783	0.92	0.636	1219	0.981
MZM43	-1.43	2	-0.35	0.364	784	0.92	0.636	1218	0.981
URNAS9	-1.43	2	-0.35	0.364	785	0.92	0.636	1217	0.981
BKH56	-1.42	2	-0.35	0.365	786	0.92	0.635	1216	0.981
LQL10	-1.42	2	-0.35	0.365	787	0.92	0.635	1215	0.981
GBXAW96	-1.42	2	-0.35	0.365	788	0.92	0.635	1214	0.981
TKNE074	-1.42	2	-0.35	0.365	789	0.92	0.635	1213	0.981
LWIUE90	-1.42	2	-0.34	0.365	790	0.92	0.635	1212	0.981
WXSFL0	-1.42	2	-0.34	0.366	791	0.92	0.634	1211	0.981
YBVE916	-1.41	2	-0.34	0.366	792	0.92	0.634	1210	0.981
NACQL8	-1.41	2	-0.34	0.367	793	0.92	0.633	1209	0.981
KYAL2	-1.41	2	-0.34	0.367	794	0.92	0.633	1208	0.981
CAXNC8	-1.41	2	-0.34	0.367	795	0.92	0.633	1207	0.981
QNI13	-1.41	2	-0.34	0.367	796	0.92	0.633	1206	0.981
PKC6	-1.41	2	-0.34	0.368	797	0.92	0.632	1205	0.981
OSLH37	-1.41	2	-0.34	0.368	798	0.92	0.632	1204	0.981
VNHJY8	-1.41	2	-0.34	0.368	799	0.92	0.632	1203	0.981
LEFP7	-1.40	2	-0.34	0.368	800	0.92	0.632	1202	0.981
LIV078	-1.40	2	-0.34	0.368	801	0.92	0.632	1201	0.981
MHMP68	-1.40	2	-0.33	0.369	802	0.92	0.631	1200	0.981
EBSU1	-1.39	2	-0.33	0.37	803	0.92	0.63	1199	0.981
SNDK796	-1.39	2	-0.33	0.371	804	0.92	0.629	1198	0.981
WLPOW1	-1.39	2	-0.33	0.371	805	0.92	0.629	1197	0.981
YUFY2	-1.39	2	-0.33	0.372	806	0.92	0.628	1196	0.981
SPX86	-1.38	2	-0.33	0.372	807	0.92	0.628	1195	0.981
OAZ83	-1.38	2	-0.33	0.372	808	0.92	0.628	1194	0.981
UUZI27	-1.38	2	-0.33	0.372	809	0.92	0.628	1193	0.981
GYJU76	-1.38	2	-0.33	0.372	810	0.92	0.628	1192	0.981
YJKU2	-1.38	2	-0.32	0.373	811	0.921	0.627	1191	0.981
GLGA2	-1.38	2	-0.32	0.374	812	0.921	0.626	1190	0.981
VKQV6	-1.36	2	-0.31	0.378	813	0.929	0.622	1189	0.981
AYA2	-1.35	2	-0.31	0.379	814	0.929	0.621	1188	0.981
INOV10	-1.35	2	-0.31	0.379	815	0.929	0.621	1187	0.981
FNYKZ932	-1.35	2	-0.31	0.379	816	0.929	0.621	1186	0.981
SROUB36	-1.34	2	-0.31	0.38	817	0.929	0.62	1185	0.981
LIN4	-1.34	2	-0.30	0.381	818	0.929	0.619	1184	0.981
JEJ4	-1.34	2	-0.30	0.381	819	0.929	0.619	1183	0.981
NZUBQ709	-1.33	2	-0.30	0.383	820	0.929	0.617	1182	0.981
NOUM6	-1.32	2	-0.29	0.384	821	0.929	0.616	1181	0.981
LDE35	-1.32	2	-0.29	0.384	822	0.929	0.616	1180	0.981
EONI20	-1.32	2	-0.29	0.385	823	0.929	0.615	1179	0.981
AFRXY45	-1.32	2	-0.29	0.385	824	0.929	0.615	1178	0.981
RMZ5	-1.32	2	-0.29	0.385	825	0.929	0.615	1177	0.981
KXR197	-1.32	2	-0.29	0.386	826	0.929	0.614	1176	0.981
JTZ285	-1.31	2	-0.29	0.386	827	0.929	0.614	1175	0.981
WOKYJ62	-1.31	2	-0.29	0.386	828	0.929	0.614	1174	0.981
SUSIH3	-1.31	2	-0.29	0.386	829	0.929	0.614	1173	0.981
WBO6	-1.31	2	-0.29	0.386	830	0.929	0.614	1172	0.981
UBC893	-1.31	2	-0.29	0.387	831	0.929	0.613	1171	0.981
QWP91	-1.31	2	-0.29	0.387	832	0.929	0.613	1170	0.981
OZDM7	-1.30	2	-0.28	0.388	833	0.929	0.612	1169	0.981
YRTH2	-1.30	2	-0.28	0.388	834	0.929	0.612	1168	0.981
LFBLJ63	-1.30	2	-0.28	0.388	835	0.929	0.612	1167	0.981
EQLYV03	-1.30	2	-0.28	0.389	836	0.93	0.611	1166	0.981
HHKNY932	-1.30	2	-0.28	0.389	837	0.93	0.611	1165	0.981
NCEGF2	-1.29	2	-0.28	0.39	838	0.93	0.61	1164	0.981
FCM87	-1.29	2	-0.28	0.39	839	0.93	0.61	1163	0.981
CRHNM10	-1.29	2	-0.28	0.391	840	0.931	0.609	1162	0.981
MUNAJ89	-1.28	2	-0.27	0.392	841	0.931	0.608	1161	0.981
MOA9	-1.28	2	-0.27	0.393	842	0.931	0.607	1160	0.981
UGEU87	-1.28	2	-0.27	0.393	843	0.931	0.607	1159	0.981
WIKRE19	-1.28	2	-0.27	0.393	844	0.931	0.607	1158	0.981
PZCHL71	-1.28	2	-0.27	0.393	845	0.931	0.607	1157	0.981
IMX3	-1.27	2	-0.27	0.395	846	0.933	0.605	1156	0.981
IJHFW132	-1.27	2	-0.27	0.395	847	0.934	0.605	1155	0.981
GHKT37	-1.26	2	-0.26	0.397	848	0.936	0.603	1154	0.981
VRWS7	-1.26	2	-0.26	0.397	849	0.936	0.603	1153	0.981
WTLI483	-1.25	2	-0.26	0.398	850	0.936	0.602	1152	0.981
FYK8	-1.24	2	-0.25	0.401	851	0.942	0.599	1151	0.981
QWB0	-1.23	2	-0.25	0.402	852	0.943	0.598	1150	0.981
DYI26	-1.23	2	-0.25	0.402	853	0.943	0.598	1149	0.981
DRY8	-1.23	2	-0.25	0.403	854	0.943	0.597	1148	0.981
VTQRP583	-1.22	2	-0.24	0.404	855	0.943	0.596	1147	0.981
KBQJ37	-1.22	2	-0.24	0.404	856	0.943	0.596	1146	0.981
AZRD560	-1.22	2	-0.24	0.405	857	0.943	0.595	1145	0.981
ILCF08	-1.22	2	-0.24	0.405	858	0.943	0.595	1144	0.981
BHQB25	-1.22	2	-0.24	0.405	859	0.943	0.595	1143	0.981
FSD267	-1.21	2	-0.24	0.406	860	0.944	0.594	1142	0.981
HPRC96	-1.21	2	-0.24	0.407	861	0.944	0.593	1141	0.981
GOJEV7	-1.21	2	-0.23	0.407	862	0.944	0.593	1140	0.981
UWJO0	-1.20	2	-0.23	0.408	863	0.944	0.592	1139	0.981
QYZF132	-1.20	2	-0.23	0.408	864	0.944	0.592	1138	0.981
EQKM5	-1.20	2	-0.23	0.408	865	0.944	0.592	1137	0.981
AGWVJ8	-1.20	2	-0.23	0.409	866	0.946	0.591	1136	0.981
TOXF761	-1.19	2	-0.23	0.41	867	0.946	0.59	1135	0.981
CIRNF692	-1.18	2	-0.22	0.411	868	0.946	0.589	1134	0.981
QDC065	-1.18	2	-0.22	0.412	869	0.946	0.588	1133	0.981
VASP42	-1.18	2	-0.22	0.412	870	0.946	0.588	1132	0.981
MOYLQ417	-1.18	2	-0.22	0.412	871	0.946	0.588	1131	0.981
IAFXD03	-1.18	2	-0.22	0.412	872	0.946	0.588	1130	0.981
HBR265	-1.18	2	-0.22	0.413	873	0.946	0.587	1129	0.981
WTZG43	-1.17	2	-0.22	0.414	874	0.947	0.586	1128	0.981
EVF567	-1.17	2	-0.22	0.415	875	0.947	0.585	1127	0.981
CVLQB4	-1.17	2	-0.22	0.415	876	0.947	0.585	1126	0.981
RPR513	-1.17	2	-0.21	0.415	877	0.947	0.585	1125	0.981
ZVC2	-1.16	2	-0.21	0.417	878	0.95	0.583	1124	0.981
HUBSV6	-1.15	2	-0.21	0.417	879	0.95	0.583	1123	0.981
MAXKE5	-1.15	2	-0.21	0.418	880	0.951	0.582	1122	0.981
RION043	-1.15	2	-0.21	0.419	881	0.951	0.581	1121	0.981
YLR274	-1.14	2	-0.20	0.42	882	0.952	0.58	1120	0.981
JAKV895	-1.14	2	-0.20	0.421	883	0.952	0.579	1119	0.981
THJM9	-1.13	2	-0.20	0.422	884	0.952	0.578	1118	0.981
VHV23	-1.13	2	-0.20	0.422	885	0.952	0.578	1117	0.981
BWJ418	-1.12	2	-0.19	0.423	886	0.952	0.577	1116	0.981
ARXTA96	-1.12	2	-0.19	0.424	887	0.952	0.576	1115	0.981
ECRF438	-1.12	2	-0.19	0.425	888	0.952	0.575	1114	0.981
EJXRT946	-1.12	2	-0.19	0.425	889	0.952	0.575	1113	0.981
OUQFR18	-1.11	2	-0.19	0.426	890	0.952	0.574	1112	0.981
SMGSR094	-1.11	2	-0.19	0.426	891	0.952	0.574	1111	0.981
LWH613	-1.11	2	-0.18	0.427	892	0.952	0.573	1110	0.981
LNHM90	-1.10	2	-0.18	0.428	893	0.952	0.572	1109	0.981
LHLYU8	-1.10	2	-0.18	0.428	894	0.952	0.572	1108	0.981
OWZ837	-1.10	2	-0.18	0.429	895	0.952	0.571	1107	0.981
DILX32	-1.10	2	-0.18	0.429	896	0.952	0.571	1106	0.981
GNP072	-1.10	2	-0.18	0.429	897	0.952	0.571	1105	0.981
IZSU4	-1.10	2	-0.18	0.429	898	0.952	0.571	1104	0.981
RYZFE78	-1.09	2	-0.18	0.43	899	0.952	0.57	1103	0.981
AVSXD452	-1.09	2	-0.17	0.431	900	0.952	0.569	1102	0.981
PVBHP62	-1.09	2	-0.17	0.431	901	0.952	0.569	1101	0.981
VYO2	-1.08	2	-0.17	0.432	902	0.952	0.568	1100	0.981
FJSY7	-1.08	2	-0.17	0.432	903	0.952	0.568	1099	0.981
MURPF45	-1.08	2	-0.17	0.432	904	0.952	0.568	1098	0.981
OUHR1	-1.08	2	-0.17	0.433	905	0.952	0.567	1097	0.981
CSE412	-1.08	2	-0.17	0.433	906	0.952	0.567	1096	0.981
OPFTS15	-1.08	2	-0.17	0.433	907	0.952	0.567	1095	0.981
GJT031	-1.08	2	-0.17	0.433	908	0.952	0.567	1094	0.981
VWD9	-1.07	2	-0.17	0.434	909	0.952	0.566	1093	0.981
SABNS973	-1.06	2	-0.16	0.436	910	0.952	0.564	1092	0.981
RXCB014	-1.06	2	-0.16	0.436	911	0.952	0.564	1091	0.981
UPQHB21	-1.06	2	-0.16	0.437	912	0.952	0.563	1090	0.981
OOGDB8	-1.06	2	-0.16	0.437	913	0.952	0.563	1089	0.981
TGSTA9	-1.06	2	-0.16	0.437	914	0.952	0.563	1088	0.981
CEN6	-1.06	2	-0.16	0.437	915	0.952	0.563	1087	0.981
IFT756	-1.05	2	-0.16	0.438	916	0.952	0.562	1086	0.981
IYD389	-1.05	2	-0.16	0.438	917	0.952	0.562	1085	0.981
FKNC3	-1.05	2	-0.15	0.439	918	0.952	0.561	1084	0.981
GZE12	-1.05	2	-0.15	0.439	919	0.952	0.561	1083	0.981
QQUDF6	-1.05	2	-0.15	0.439	920	0.952	0.561	1082	0.981
HDZIA148	-1.04	2	-0.15	0.44	921	0.952	0.56	1081	0.981
BVQOL67	-1.04	2	-0.15	0.44	922	0.952	0.56	1080	0.981
VWGT6	-1.04	2	-0.15	0.44	923	0.952	0.56	1079	0.981
XFLR40	-1.04	2	-0.15	0.44	924	0.952	0.56	1078	0.981
WRJ14	-1.04	2	-0.15	0.441	925	0.952	0.559	1077	0.981
ZPSA571	-1.04	2	-0.15	0.441	926	0.952	0.559	1076	0.981
VHQ3	-1.03	2	-0.15	0.442	927	0.952	0.558	1075	0.981
TEAGL48	-1.03	2	-0.15	0.442	928	0.952	0.558	1074	0.981
PEQ4	-1.03	2	-0.14	0.443	929	0.952	0.557	1073	0.981
VJS164	-1.03	2	-0.14	0.443	930	0.952	0.557	1072	0.981
GHCI5	-1.03	2	-0.14	0.443	931	0.952	0.557	1071	0.981
HUMZY485	-1.02	2	-0.14	0.444	932	0.952	0.556	1070	0.981
NCK896	-1.02	2	-0.14	0.444	933	0.952	0.556	1069	0.981
PNKPR951	-1.02	2	-0.14	0.445	934	0.952	0.555	1068	0.981
VAUC46	-1.01	2	-0.14	0.446	935	0.954	0.554	1067	0.981
IWDUQ02	-1.01	2	-0.14	0.446	936	0.954	0.554	1066	0.981
LNM81	-1.00	2	-0.13	0.449	937	0.959	0.551	1065	0.981
OIS072	-0.99	2	-0.12	0.451	938	0.96	0.549	1064	0.981
HRIKY785	-0.99	2	-0.12	0.451	939	0.96	0.549	1063	0.981
BIS971	-0.99	2	-0.12	0.451	940	0.96	0.549	1062	0.981
TFPAS21	-0.99	2	-0.12	0.452	941	0.96	0.548	1061	0.981
TEI14	-0.98	2	-0.12	0.452	942	0.96	0.548	1060	0.981
ZYHBK815	-0.98	2	-0.12	0.452	943	0.96	0.548	1059	0.981
RNV7	-0.97	2	-0.11	0.454	944	0.962	0.546	1058	0.981
RIBLG30	-0.97	2	-0.11	0.456	945	0.962	0.544	1057	0.981
NDVEY27	-0.96	2	-0.11	0.456	946	0.962	0.544	1056	0.981
EJLSA806	-0.96	2	-0.11	0.456	947	0.962	0.544	1055	0.981
UVHT0	-0.96	2	-0.11	0.457	948	0.962	0.543	1054	0.981
MUZ624	-0.96	2	-0.11	0.457	949	0.962	0.543	1053	0.981
GMFJU80	-0.96	2	-0.11	0.457	950	0.962	0.543	1052	0.981
SZLY31	-0.96	2	-0.11	0.457	951	0.962	0.543	1051	0.981
SHW38	-0.95	2	-0.11	0.458	952	0.962	0.542	1050	0.981
TBPF1	-0.95	2	-0.10	0.458	953	0.962	0.542	1049	0.981
KKX8	-0.94	2	-0.10	0.461	954	0.964	0.539	1048	0.981
SPK095	-0.94	2	-0.10	0.461	955	0.964	0.539	1047	0.981
WUFR0	-0.94	2	-0.10	0.461	956	0.964	0.539	1046	0.981
OHJQ5	-0.94	2	-0.10	0.462	957	0.964	0.538	1045	0.981
BSA89	-0.93	2	-0.10	0.462	958	0.964	0.538	1044	0.981
WOKQ67	-0.93	2	-0.09	0.463	959	0.964	0.537	1043	0.981
AQU05	-0.93	2	-0.09	0.463	960	0.964	0.537	1042	0.981
FLSUP1	-0.93	2	-0.09	0.463	961	0.964	0.537	1041	0.981
TMNE52	-0.93	2	-0.09	0.464	962	0.964	0.536	1040	0.981
ZIVM76	-0.92	2	-0.09	0.465	963	0.966	0.535	1039	0.981
HMOS7	-0.91	2	-0.08	0.467	964	0.966	0.533	1038	0.981
ZLMO3	-0.91	2	-0.08	0.467	965	0.966	0.533	1037	0.981
TDQCE02	-0.91	2	-0.08	0.467	966	0.966	0.533	1036	0.981
JNXL753	-0.91	2	-0.08	0.467	967	0.966	0.533	1035	0.981
MHC948	-0.91	2	-0.08	0.468	968	0.966	0.532	1034	0.981
DVCJY26	-0.91	2	-0.08	0.468	969	0.966	0.532	1033	0.981
TFMKE30	-0.90	2	-0.08	0.468	970	0.966	0.532	1032	0.981
PLFDE1	-0.90	2	-0.08	0.469	971	0.967	0.531	1031	0.981
WHRS374	-0.89	2	-0.07	0.471	972	0.968	0.529	1030	0.981
THL32	-0.89	2	-0.07	0.471	973	0.968	0.529	1029	0.981
EAO35	-0.88	2	-0.07	0.473	974	0.968	0.527	1028	0.981
MIK7	-0.88	2	-0.07	0.473	975	0.968	0.527	1027	0.981
YHLW390	-0.88	2	-0.07	0.473	976	0.968	0.527	1026	0.981
EZMRP2	-0.88	2	-0.07	0.474	977	0.968	0.526	1025	0.981
JAR7	-0.88	2	-0.06	0.474	978	0.968	0.526	1024	0.981
TFKT90	-0.86	2	-0.06	0.477	979	0.968	0.523	1023	0.981
YQB813	-0.86	2	-0.06	0.478	980	0.968	0.522	1022	0.981
RRP30	-0.86	2	-0.06	0.478	981	0.968	0.522	1021	0.981
XFV586	-0.85	2	-0.05	0.479	982	0.968	0.521	1020	0.981
SHWDR1	-0.85	2	-0.05	0.479	983	0.968	0.521	1019	0.981
QOHQU85	-0.85	2	-0.05	0.479	984	0.968	0.521	1018	0.981
QPB24	-0.85	2	-0.05	0.479	985	0.968	0.521	1017	0.981
YGLRQ239	-0.84	2	-0.05	0.481	986	0.968	0.519	1016	0.981
LUMZT04	-0.84	2	-0.05	0.481	987	0.968	0.519	1015	0.981
LDZBQ657	-0.84	2	-0.05	0.481	988	0.968	0.519	1014	0.981
OBPN02	-0.84	2	-0.05	0.481	989	0.968	0.519	1013	0.981
QNKWY38	-0.84	2	-0.05	0.482	990	0.968	0.518	1012	0.981
WJHK541	-0.84	2	-0.05	0.482	991	0.968	0.518	1011	0.981
NVYEI61	-0.84	2	-0.04	0.482	992	0.968	0.518	1010	0.981
NHI2	-0.84	2	-0.04	0.482	993	0.968	0.518	1009	0.981
FFZI739	-0.83	2	-0.04	0.483	994	0.968	0.517	1008	0.981
JXD13	-0.83	2	-0.04	0.483	995	0.968	0.517	1007	0.981
QTFCM802	-0.83	2	-0.04	0.484	996	0.968	0.516	1006	0.981
HEPKV8	-0.83	2	-0.04	0.484	997	0.968	0.516	1005	0.981
RJQK1	-0.83	2	-0.04	0.484	998	0.968	0.516	1004	0.981
PIH9	-0.83	2	-0.04	0.484	999	0.968	0.516	1003	0.981
HUCQ38	-0.82	2	-0.04	0.485	1000	0.968	0.515	1002	0.981
FRUOF5	-0.82	2	-0.04	0.485	1001	0.968	0.515	1001	0.981
LNE5	-0.82	2	-0.04	0.485	1002	0.968	0.515	1000	0.981
DHTB6	-0.82	2	-0.04	0.485	1003	0.968	0.515	999	0.981
PQOBL42	-0.82	2	-0.04	0.486	1004	0.968	0.514	998	0.981
UXA230	-0.82	2	-0.03	0.486	1005	0.968	0.514	997	0.981
SNRKC764	-0.81	2	-0.03	0.487	1006	0.968	0.513	996	0.981
GAFC49	-0.81	2	-0.03	0.488	1007	0.968	0.512	995	0.981
JYW701	-0.81	2	-0.03	0.488	1008	0.968	0.512	994	0.981
SGRYO7	-0.81	2	-0.03	0.488	1009	0.968	0.512	993	0.981
VCIAD968	-0.80	2	-0.03	0.489	1010	0.968	0.511	992	0.981
EWC0	-0.80	2	-0.03	0.489	1011	0.968	0.511	991	0.981
UUQVF128	-0.80	2	-0.02	0.49	1012	0.969	0.51	990	0.981
OPRJ089	-0.80	2	-0.02	0.49	1013	0.969	0.51	989	0.981
TIU9	-0.79	2	-0.02	0.492	1014	0.969	0.508	988	0.981
USA103	-0.79	2	-0.02	0.492	1015	0.969	0.508	987	0.981
VYORS8	-0.78	2	-0.02	0.493	1016	0.969	0.507	986	0.981
FKQH7	-0.78	2	-0.02	0.493	1017	0.969	0.507	985	0.981
QVHNP15	-0.78	2	-0.02	0.493	1018	0.969	0.507	984	0.981
VLPJ573	-0.78	2	-0.02	0.493	1019	0.969	0.507	983	0.981
CZMX812	-0.78	2	-0.02	0.494	1020	0.969	0.506	982	0.981
CIOQ9	-0.77	2	-0.01	0.496	1021	0.97	0.504	981	0.981
CSLEY4	-0.77	2	-0.01	0.496	1022	0.97	0.504	980	0.981
EETQK5	-0.77	2	-0.01	0.496	1023	0.97	0.504	979	0.981
BSQTP516	-0.76	2	-0.01	0.497	1024	0.97	0.503	978	0.981
NJLF85	-0.76	2	-0.01	0.497	1025	0.97	0.503	977	0.981
ZUGL752	-0.76	2	-0.00	0.499	1026	0.97	0.501	976	0.981
PVW06	-0.76	2	-0.00	0.499	1027	0.97	0.501	975	0.981
PBZN98	-0.74	2	0.00	0.501	1028	0.97	0.499	974	0.981
MSRW0	-0.74	2	0.00	0.502	1029	0.97	0.498	973	0.981
HTI57	-0.74	2	0.01	0.502	1030	0.97	0.498	972	0.981
RHURN65	-0.73	2	0.01	0.503	1031	0.97	0.497	971	0.981
EZEYT97	-0.73	2	0.01	0.504	1032	0.97	0.496	970	0.981
GTBHR2	-0.73	2	0.01	0.504	1033	0.97	0.496	969	0.981
UDC940	-0.72	2	0.01	0.505	1034	0.97	0.495	968	0.981
MDVE04	-0.72	2	0.01	0.506	1035	0.97	0.494	967	0.981
XKEDC65	-0.72	2	0.01	0.506	1036	0.97	0.494	966	0.981
NIZ173	-0.72	2	0.01	0.506	1037	0.97	0.494	965	0.981
VUDX1	-0.72	2	0.02	0.506	1038	0.97	0.494	964	0.981
KLZ89	-0.72	2	0.02	0.506	1039	0.97	0.494	963	0.981
IQYUM43	-0.71	2	0.02	0.508	1040	0.97	0.492	962	0.981
CCX74	-0.71	2	0.02	0.509	1041	0.97	0.491	961	0.981
OXH6	-0.71	2	0.02	0.509	1042	0.97	0.491	960	0.981
NQLT452	-0.70	2	0.02	0.51	1043	0.97	0.49	959	0.981
OADBN86	-0.70	2	0.02	0.51	1044	0.97	0.49	958	0.981
DKX28	-0.70	2	0.02	0.51	1045	0.97	0.49	957	0.981
OJK715	-0.70	2	0.03	0.511	1046	0.97	0.489	956	0.981
YPA9	-0.70	2	0.03	0.511	1047	0.97	0.489	955	0.981
EBR6	-0.69	2	0.03	0.512	1048	0.97	0.488	954	0.981
GAQWO93	-0.69	2	0.03	0.512	1049	0.97	0.488	953	0.981
JNGI425	-0.69	2	0.03	0.512	1050	0.97	0.488	952	0.981
XOFM149	-0.69	2	0.03	0.513	1051	0.97	0.487	951	0.981
BDOS192	-0.69	2	0.03	0.513	1052	0.97	0.487	950	0.981
ETOBK6	-0.69	2	0.03	0.513	1053	0.97	0.487	949	0.981
NFJM756	-0.68	2	0.03	0.514	1054	0.97	0.486	948	0.981
PACRD0	-0.68	2	0.03	0.514	1055	0.97	0.486	947	0.981
JYV329	-0.68	2	0.03	0.514	1056	0.97	0.486	946	0.981
EQPUW254	-0.68	2	0.03	0.514	1057	0.97	0.486	945	0.981
BQTKS56	-0.68	2	0.03	0.514	1058	0.97	0.486	944	0.981
JXWC24	-0.68	2	0.04	0.514	1059	0.97	0.486	943	0.981
USDR61	-0.68	2	0.04	0.514	1060	0.97	0.486	942	0.981
EPEC43	-0.68	2	0.04	0.515	1061	0.97	0.485	941	0.981
FCIG8	-0.68	2	0.04	0.515	1062	0.97	0.485	940	0.981
CKU5	-0.67	2	0.04	0.516	1063	0.97	0.484	939	0.981
ETY58	-0.67	2	0.04	0.516	1064	0.97	0.484	938	0.981
RNUKF83	-0.67	2	0.04	0.516	1065	0.97	0.484	937	0.981
