GENE	sumZ	numObs	normZ	pval_synth	rank_synth	fdr_synth	pval_supp	rank_supp	fdr_supp
DTJQ2	-1.60	2	-0.42	0.336	708	0.945	0.664	1294	0.984
DWU35	-1.60	2	-0.42	0.336	709	0.945	0.664	1293	0.984
QXSM173	-1.60	2	-0.42	0.337	710	0.945	0.663	1292	0.984
VQK296	-1.59	2	-0.42	0.338	711	0.945	0.662	1291	0.984
KDHR83	-1.59	2	-0.42	0.338	712	0.945	0.662	1290	0.984
UTKIF135	-1.59	2	-0.42	0.339	713	0.945	0.661	1289	0.984
XWAH9	-1.58	2	-0.41	0.34	714	0.945	0.66	1288	0.984
AFZ492	-1.58	2	-0.41	0.34	715	0.945	0.66	1287	0.984
DOKAX165	-1.57	2	-0.41	0.342	716	0.945	0.658	1286	0.984
PWET342	-1.57	2	-0.41	0.342	717	0.945	0.658	1285	0.984
YLETD95	-1.57	2	-0.41	0.342	718	0.945	0.658	1284	0.984
EVF567	-1.56	2	-0.40	0.343	719	0.945	0.657	1283	0.984
NQHI601	-1.56	2	-0.40	0.344	720	0.945	0.656	1282	0.984
HVJZU160	-1.56	2	-0.40	0.344	721	0.945	0.656	1281	0.984
PDW152	-1.55	2	-0.40	0.346	722	0.945	0.654	1280	0.984
QPSU05	-1.55	2	-0.40	0.346	723	0.945	0.654	1279	0.984
CCTWF356	-1.55	2	-0.40	0.346	724	0.945	0.654	1278	0.984
WUX1	-1.54	2	-0.39	0.347	725	0.945	0.653	1277	0.984
CAFIO402	-1.54	2	-0.39	0.347	726	0.945	0.653	1276	0.984
VOQKW42	-1.54	2	-0.39	0.347	727	0.945	0.653	1275	0.984
FPA742	-1.54	2	-0.39	0.347	728	0.945	0.653	1274	0.984
QLJCQ6	-1.54	2	-0.39	0.347	729	0.945	0.653	1273	0.984
KZONK205	-1.54	2	-0.39	0.348	730	0.945	0.652	1272	0.984
DTBS0	-1.53	2	-0.39	0.348	731	0.945	0.652	1271	0.984
RHAY861	-1.53	2	-0.39	0.348	732	0.945	0.652	1270	0.984
NWFZ7	-1.53	2	-0.39	0.349	733	0.945	0.651	1269	0.984
VDLG410	-1.53	2	-0.39	0.35	734	0.945	0.65	1268	0.984
BQCFI140	-1.53	2	-0.39	0.35	735	0.945	0.65	1267	0.984
NRS5	-1.53	2	-0.39	0.35	736	0.945	0.65	1266	0.984
NVRUO56	-1.53	2	-0.39	0.35	737	0.945	0.65	1265	0.984
VXO59	-1.52	2	-0.38	0.351	738	0.945	0.649	1264	0.984
SYAFC197	-1.52	2	-0.38	0.351	739	0.945	0.649	1263	0.984
JIVLK9	-1.52	2	-0.38	0.351	740	0.945	0.649	1262	0.984
KWSJX672	-1.52	2	-0.38	0.351	741	0.945	0.649	1261	0.984
KTVCM69	-1.52	2	-0.38	0.352	742	0.945	0.648	1260	0.984
QVHNP15	-1.52	2	-0.38	0.352	743	0.945	0.648	1259	0.984
DGC92	-1.51	2	-0.38	0.353	744	0.945	0.647	1258	0.984
HJX09	-1.51	2	-0.38	0.353	745	0.945	0.647	1257	0.984
PMFU2	-1.51	2	-0.38	0.353	746	0.945	0.647	1256	0.984
WVTK291	-1.51	2	-0.38	0.354	747	0.945	0.646	1255	0.984
APFH180	-1.50	2	-0.37	0.354	748	0.945	0.646	1254	0.984
OARXN8	-1.50	2	-0.37	0.355	749	0.945	0.645	1253	0.984
JXLKW743	-1.50	2	-0.37	0.355	750	0.945	0.645	1252	0.984
ZOWLP5	-1.50	2	-0.37	0.355	751	0.945	0.645	1251	0.984
GZBFD915	-1.50	2	-0.37	0.356	752	0.945	0.644	1250	0.984
NOLM64	-1.49	2	-0.37	0.356	753	0.945	0.644	1249	0.984
IIEA5	-1.49	2	-0.37	0.356	754	0.945	0.644	1248	0.984
GTBHR2	-1.49	2	-0.37	0.357	755	0.945	0.643	1247	0.984
SSP027	-1.49	2	-0.37	0.357	756	0.945	0.643	1246	0.984
QQY673	-1.48	2	-0.36	0.358	757	0.945	0.642	1245	0.984
GQK21	-1.48	2	-0.36	0.359	758	0.945	0.641	1244	0.984
KBPXY3	-1.48	2	-0.36	0.359	759	0.945	0.641	1243	0.984
ZHZA0	-1.48	2	-0.36	0.359	760	0.945	0.641	1242	0.984
THL32	-1.47	2	-0.36	0.36	761	0.945	0.64	1241	0.984
EAETP268	-1.47	2	-0.36	0.361	762	0.945	0.639	1240	0.984
FNYKZ932	-1.46	2	-0.35	0.361	763	0.945	0.639	1239	0.984
GEHO70	-1.46	2	-0.35	0.363	764	0.945	0.637	1238	0.984
WGP6	-1.46	2	-0.35	0.363	765	0.945	0.637	1237	0.984
GAFC49	-1.46	2	-0.35	0.363	766	0.945	0.637	1236	0.984
VRWP319	-1.45	2	-0.35	0.363	767	0.945	0.637	1235	0.984
TGX176	-1.45	2	-0.35	0.363	768	0.945	0.637	1234	0.984
MQSD1	-1.45	2	-0.35	0.364	769	0.945	0.636	1233	0.984
UGAE56	-1.45	2	-0.35	0.364	770	0.945	0.636	1232	0.984
NZOQ5	-1.45	2	-0.35	0.365	771	0.947	0.635	1231	0.984
OFWK53	-1.44	2	-0.34	0.366	772	0.947	0.634	1230	0.984
VXYJV284	-1.44	2	-0.34	0.366	773	0.947	0.634	1229	0.984
YZPD1	-1.44	2	-0.34	0.366	774	0.947	0.634	1228	0.984
QOSL36	-1.44	2	-0.34	0.367	775	0.947	0.633	1227	0.984
IHGY804	-1.43	2	-0.34	0.368	776	0.949	0.632	1226	0.984
GEOD7	-1.43	2	-0.34	0.369	777	0.949	0.631	1225	0.984
DXKZ3	-1.42	2	-0.33	0.369	778	0.949	0.631	1224	0.984
QIS01	-1.42	2	-0.33	0.37	779	0.949	0.63	1223	0.984
XIBEN746	-1.42	2	-0.33	0.37	780	0.949	0.63	1222	0.984
EJLSA806	-1.42	2	-0.33	0.371	781	0.949	0.629	1221	0.984
CEN6	-1.41	2	-0.33	0.372	782	0.951	0.628	1220	0.984
UVIKA3	-1.41	2	-0.32	0.373	783	0.951	0.627	1219	0.984
ONE3	-1.40	2	-0.32	0.373	784	0.951	0.627	1218	0.984
NBY268	-1.40	2	-0.32	0.373	785	0.951	0.627	1217	0.984
ZAI83	-1.40	2	-0.32	0.374	786	0.952	0.626	1216	0.984
LWIUE90	-1.39	2	-0.32	0.375	787	0.952	0.625	1215	0.984
FCGIH354	-1.38	2	-0.31	0.377	788	0.952	0.623	1214	0.984
YOFCD5	-1.38	2	-0.31	0.377	789	0.952	0.623	1213	0.984
MBWXV792	-1.38	2	-0.31	0.378	790	0.952	0.622	1212	0.984
LMVB07	-1.38	2	-0.31	0.378	791	0.952	0.622	1211	0.984
ORT1	-1.38	2	-0.31	0.378	792	0.952	0.622	1210	0.984
IQYUM43	-1.37	2	-0.31	0.38	793	0.952	0.62	1209	0.984
MDRF93	-1.37	2	-0.31	0.38	794	0.952	0.62	1208	0.984
YSG8	-1.36	2	-0.30	0.382	795	0.952	0.618	1207	0.984
FAXK429	-1.36	2	-0.30	0.382	796	0.952	0.618	1206	0.984
CUOIA95	-1.35	2	-0.30	0.383	797	0.952	0.617	1205	0.984
MOYLQ417	-1.35	2	-0.30	0.383	798	0.952	0.617	1204	0.984
MURPF45	-1.35	2	-0.30	0.384	799	0.952	0.616	1203	0.984
RCEXP751	-1.35	2	-0.30	0.384	800	0.952	0.616	1202	0.984
WTLI483	-1.35	2	-0.30	0.384	801	0.952	0.616	1201	0.984
KHUBY36	-1.35	2	-0.29	0.384	802	0.952	0.616	1200	0.984
YXU05	-1.34	2	-0.29	0.384	803	0.952	0.616	1199	0.984
FHC36	-1.34	2	-0.29	0.385	804	0.952	0.615	1198	0.984
IYB8	-1.34	2	-0.29	0.385	805	0.952	0.615	1197	0.984
VYFIK580	-1.34	2	-0.29	0.385	806	0.952	0.615	1196	0.984
GMLY473	-1.34	2	-0.29	0.386	807	0.952	0.614	1195	0.984
RIBLG30	-1.34	2	-0.29	0.386	808	0.952	0.614	1194	0.984
ELV8	-1.34	2	-0.29	0.386	809	0.952	0.614	1193	0.984
EJXRT946	-1.33	2	-0.28	0.388	810	0.952	0.612	1192	0.984
OPRJ089	-1.32	2	-0.28	0.388	811	0.952	0.612	1191	0.984
FVY65	-1.32	2	-0.28	0.388	812	0.952	0.612	1190	0.984
IING50	-1.32	2	-0.28	0.389	813	0.952	0.611	1189	0.984
YKNS6	-1.32	2	-0.28	0.389	814	0.952	0.611	1188	0.984
AAM24	-1.32	2	-0.28	0.389	815	0.952	0.611	1187	0.984
VFGWU617	-1.31	2	-0.28	0.391	816	0.952	0.609	1186	0.984
JYVJX5	-1.31	2	-0.28	0.391	817	0.952	0.609	1185	0.984
LFBLJ63	-1.31	2	-0.27	0.392	818	0.952	0.608	1184	0.984
MHC948	-1.30	2	-0.27	0.392	819	0.952	0.608	1183	0.984
GOLS39	-1.30	2	-0.27	0.393	820	0.952	0.607	1182	0.984
ABC689	-1.30	2	-0.27	0.393	821	0.952	0.607	1181	0.984
ETY58	-1.30	2	-0.27	0.393	822	0.952	0.607	1180	0.984
IDPKG09	-1.30	2	-0.27	0.393	823	0.952	0.607	1179	0.984
FJSY7	-1.30	2	-0.27	0.393	824	0.952	0.607	1178	0.984
HIHCT75	-1.30	2	-0.27	0.393	825	0.952	0.607	1177	0.984
PRF9	-1.30	2	-0.27	0.394	826	0.952	0.606	1176	0.984
BXOF5	-1.29	2	-0.27	0.395	827	0.952	0.605	1175	0.984
LOKAC16	-1.29	2	-0.27	0.395	828	0.952	0.605	1174	0.984
LIN4	-1.29	2	-0.27	0.395	829	0.952	0.605	1173	0.984
YOBK20	-1.29	2	-0.26	0.396	830	0.952	0.604	1172	0.984
HBQ4	-1.28	2	-0.26	0.396	831	0.952	0.604	1171	0.984
ZJXVG53	-1.28	2	-0.26	0.397	832	0.952	0.603	1170	0.984
OUWIS54	-1.28	2	-0.26	0.397	833	0.952	0.603	1169	0.984
HWAI401	-1.28	2	-0.26	0.397	834	0.952	0.603	1168	0.984
CLFX98	-1.28	2	-0.26	0.398	835	0.952	0.602	1167	0.984
LMUL1	-1.27	2	-0.26	0.399	836	0.952	0.601	1166	0.984
NMGB389	-1.27	2	-0.26	0.399	837	0.952	0.601	1165	0.984
SOS52	-1.27	2	-0.25	0.4	838	0.952	0.6	1164	0.984
AZRD560	-1.26	2	-0.25	0.4	839	0.952	0.6	1163	0.984
SQDLI108	-1.26	2	-0.25	0.401	840	0.952	0.599	1162	0.984
KBDW2	-1.26	2	-0.25	0.401	841	0.952	0.599	1161	0.984
JFGY658	-1.26	2	-0.25	0.401	842	0.952	0.599	1160	0.984
TRF17	-1.26	2	-0.25	0.402	843	0.952	0.598	1159	0.984
MOXQ6	-1.25	2	-0.25	0.402	844	0.952	0.598	1158	0.984
LZPG2	-1.25	2	-0.25	0.402	845	0.952	0.598	1157	0.984
JIWV9	-1.25	2	-0.24	0.403	846	0.954	0.597	1156	0.984
VUJI270	-1.24	2	-0.24	0.404	847	0.955	0.596	1155	0.984
MHMP68	-1.24	2	-0.24	0.406	848	0.957	0.594	1154	0.984
IGCOU5	-1.23	2	-0.24	0.406	849	0.957	0.594	1153	0.984
XGK76	-1.23	2	-0.24	0.406	850	0.957	0.594	1152	0.984
WHPZ107	-1.23	2	-0.24	0.407	851	0.957	0.593	1151	0.984
USD91	-1.23	2	-0.23	0.407	852	0.957	0.593	1150	0.984
IPWC8	-1.22	2	-0.23	0.408	853	0.957	0.592	1149	0.984
WCJIX837	-1.22	2	-0.23	0.409	854	0.957	0.591	1148	0.984
ESW4	-1.22	2	-0.23	0.409	855	0.957	0.591	1147	0.984
KCPT74	-1.21	2	-0.23	0.41	856	0.958	0.59	1146	0.984
GHKT2	-1.21	2	-0.23	0.41	857	0.958	0.59	1145	0.984
GBGWX734	-1.21	2	-0.22	0.411	858	0.958	0.589	1144	0.984
SJM5	-1.20	2	-0.22	0.412	859	0.958	0.588	1143	0.984
JXWC24	-1.20	2	-0.22	0.412	860	0.958	0.588	1142	0.984
XKZQ824	-1.20	2	-0.22	0.413	861	0.958	0.587	1141	0.984
ARXTA96	-1.19	2	-0.22	0.414	862	0.958	0.586	1140	0.984
TBPF1	-1.19	2	-0.21	0.415	863	0.958	0.585	1139	0.984
CUSRN59	-1.18	2	-0.21	0.416	864	0.958	0.584	1138	0.984
YLR274	-1.18	2	-0.21	0.416	865	0.958	0.584	1137	0.984
VQA10	-1.18	2	-0.21	0.417	866	0.958	0.583	1136	0.984
HHNC37	-1.17	2	-0.20	0.419	867	0.958	0.581	1135	0.984
NNB29	-1.17	2	-0.20	0.419	868	0.958	0.581	1134	0.984
KIBS45	-1.16	2	-0.20	0.42	869	0.958	0.58	1133	0.984
XUF6	-1.16	2	-0.20	0.42	870	0.958	0.58	1132	0.984
EGCF5	-1.16	2	-0.20	0.421	871	0.958	0.579	1131	0.984
CAXNC8	-1.15	2	-0.19	0.423	872	0.958	0.577	1130	0.984
TAB908	-1.14	2	-0.19	0.424	873	0.958	0.576	1129	0.984
YLX29	-1.14	2	-0.19	0.424	874	0.958	0.576	1128	0.984
MJNYB3	-1.14	2	-0.19	0.424	875	0.958	0.576	1127	0.984
PIH9	-1.14	2	-0.19	0.424	876	0.958	0.576	1126	0.984
NOWAM6	-1.14	2	-0.19	0.424	877	0.958	0.576	1125	0.984
MUZ624	-1.14	2	-0.19	0.425	878	0.958	0.575	1124	0.984
TPOX019	-1.14	2	-0.19	0.425	879	0.958	0.575	1123	0.984
NGP7	-1.14	2	-0.19	0.425	880	0.958	0.575	1122	0.984
CXT609	-1.14	2	-0.19	0.425	881	0.958	0.575	1121	0.984
GTIBE26	-1.14	2	-0.19	0.425	882	0.958	0.575	1120	0.984
SWSQ9	-1.13	2	-0.19	0.426	883	0.958	0.574	1119	0.984
AWJ42	-1.13	2	-0.19	0.426	884	0.958	0.574	1118	0.984
OZGPL1	-1.13	2	-0.19	0.426	885	0.958	0.574	1117	0.984
WVX3	-1.13	2	-0.18	0.427	886	0.958	0.573	1116	0.984
NQLT452	-1.13	2	-0.18	0.427	887	0.958	0.573	1115	0.984
UQUAS65	-1.13	2	-0.18	0.427	888	0.958	0.573	1114	0.984
CMIF94	-1.12	2	-0.18	0.427	889	0.958	0.573	1113	0.984
YGCPT628	-1.12	2	-0.18	0.428	890	0.958	0.572	1112	0.984
NQBVP2	-1.12	2	-0.18	0.428	891	0.958	0.572	1111	0.984
VUTN64	-1.12	2	-0.18	0.428	892	0.958	0.572	1110	0.984
XAFUL591	-1.12	2	-0.18	0.428	893	0.958	0.572	1109	0.984
NJLF85	-1.12	2	-0.18	0.428	894	0.958	0.572	1108	0.984
GZI764	-1.12	2	-0.18	0.429	895	0.958	0.571	1107	0.984
MHS45	-1.12	2	-0.18	0.429	896	0.958	0.571	1106	0.984
BTNX51	-1.11	2	-0.18	0.429	897	0.958	0.571	1105	0.984
HJSW261	-1.11	2	-0.18	0.43	898	0.959	0.57	1104	0.984
VXD2	-1.11	2	-0.17	0.431	899	0.959	0.569	1103	0.984
UHD953	-1.10	2	-0.17	0.431	900	0.959	0.569	1102	0.984
MKD73	-1.10	2	-0.17	0.432	901	0.959	0.568	1101	0.984
ROQZV32	-1.10	2	-0.17	0.433	902	0.959	0.567	1100	0.984
PVXO52	-1.10	2	-0.17	0.433	903	0.959	0.567	1099	0.984
DCEWR2	-1.09	2	-0.17	0.434	904	0.959	0.566	1098	0.984
UUZI27	-1.09	2	-0.17	0.434	905	0.959	0.566	1097	0.984
YDTQ0	-1.09	2	-0.17	0.434	906	0.959	0.566	1096	0.984
AOU2	-1.08	2	-0.16	0.436	907	0.959	0.564	1095	0.984
HBLJ136	-1.08	2	-0.16	0.436	908	0.959	0.564	1094	0.984
LXCK01	-1.08	2	-0.16	0.436	909	0.959	0.564	1093	0.984
NRFBV8	-1.08	2	-0.16	0.437	910	0.959	0.563	1092	0.984
KNG8	-1.07	2	-0.15	0.439	911	0.959	0.561	1091	0.984
VMOR0	-1.07	2	-0.15	0.439	912	0.959	0.561	1090	0.984
PBK1	-1.07	2	-0.15	0.439	913	0.959	0.561	1089	0.984
BKH56	-1.07	2	-0.15	0.439	914	0.959	0.561	1088	0.984
IMVHU2	-1.06	2	-0.15	0.44	915	0.959	0.56	1087	0.984
TTV2	-1.06	2	-0.15	0.44	916	0.959	0.56	1086	0.984
LMO87	-1.06	2	-0.15	0.44	917	0.959	0.56	1085	0.984
TAKT409	-1.06	2	-0.15	0.44	918	0.959	0.56	1084	0.984
UAT19	-1.05	2	-0.15	0.441	919	0.96	0.559	1083	0.984
HBAV97	-1.05	2	-0.15	0.442	920	0.96	0.558	1082	0.984
VLPJ573	-1.05	2	-0.15	0.442	921	0.96	0.558	1081	0.984
MDX9	-1.05	2	-0.14	0.443	922	0.96	0.557	1080	0.984
RPKZX3	-1.04	2	-0.14	0.444	923	0.96	0.556	1079	0.984
ECS3	-1.04	2	-0.14	0.444	924	0.96	0.556	1078	0.984
UMUZ734	-1.03	2	-0.14	0.446	925	0.96	0.554	1077	0.984
XJZUH670	-1.03	2	-0.13	0.447	926	0.96	0.553	1076	0.984
VMBEH6	-1.02	2	-0.13	0.448	927	0.96	0.552	1075	0.984
RTFHL63	-1.02	2	-0.13	0.448	928	0.96	0.552	1074	0.984
VJS164	-1.02	2	-0.13	0.449	929	0.96	0.551	1073	0.984
LLJAD5	-1.01	2	-0.13	0.449	930	0.96	0.551	1072	0.984
CSK1	-1.01	2	-0.13	0.45	931	0.96	0.55	1071	0.984
EQLYV03	-1.01	2	-0.12	0.451	932	0.96	0.549	1070	0.984
BIS971	-1.01	2	-0.12	0.451	933	0.96	0.549	1069	0.984
DEPZ0	-1.01	2	-0.12	0.451	934	0.96	0.549	1068	0.984
TBCPS2	-1.00	2	-0.12	0.451	935	0.96	0.549	1067	0.984
QPROI098	-1.00	2	-0.12	0.452	936	0.96	0.548	1066	0.984
CMS137	-1.00	2	-0.12	0.453	937	0.96	0.547	1065	0.984
MXRJV47	-1.00	2	-0.12	0.453	938	0.96	0.547	1064	0.984
FWA9	-1.00	2	-0.12	0.453	939	0.96	0.547	1063	0.984
FBQU893	-0.99	2	-0.12	0.454	940	0.96	0.546	1062	0.984
OUQFR18	-0.99	2	-0.11	0.454	941	0.96	0.546	1061	0.984
YRU0	-0.99	2	-0.11	0.455	942	0.96	0.545	1060	0.984
DNUG23	-0.99	2	-0.11	0.455	943	0.96	0.545	1059	0.984
CGEO2	-0.98	2	-0.11	0.456	944	0.96	0.544	1058	0.984
IKV4	-0.98	2	-0.11	0.456	945	0.96	0.544	1057	0.984
UIHJ946	-0.98	2	-0.11	0.456	946	0.96	0.544	1056	0.984
JHYX89	-0.98	2	-0.11	0.456	947	0.96	0.544	1055	0.984
XQSNI879	-0.98	2	-0.11	0.456	948	0.96	0.544	1054	0.984
QVHTZ2	-0.98	2	-0.11	0.457	949	0.96	0.543	1053	0.984
ZQGS920	-0.97	2	-0.11	0.458	950	0.96	0.542	1052	0.984
UZFV87	-0.97	2	-0.10	0.458	951	0.96	0.542	1051	0.984
TELV1	-0.97	2	-0.10	0.458	952	0.96	0.542	1050	0.984
EAO35	-0.97	2	-0.10	0.459	953	0.96	0.541	1049	0.984
MSP1	-0.97	2	-0.10	0.459	954	0.96	0.541	1048	0.984
JEK7	-0.97	2	-0.10	0.459	955	0.96	0.541	1047	0.984
XJGN097	-0.97	2	-0.10	0.459	956	0.96	0.541	1046	0.984
SQGAN5	-0.96	2	-0.10	0.46	957	0.96	0.54	1045	0.984
HVCKS963	-0.96	2	-0.10	0.461	958	0.96	0.539	1044	0.984
GNP072	-0.95	2	-0.10	0.461	959	0.96	0.539	1043	0.984
XFYEO0	-0.95	2	-0.10	0.461	960	0.96	0.539	1042	0.984
UUL8	-0.95	2	-0.10	0.462	961	0.96	0.538	1041	0.984
BZOWV75	-0.95	2	-0.09	0.462	962	0.96	0.538	1040	0.984
MSRW0	-0.95	2	-0.09	0.463	963	0.96	0.537	1039	0.984
RLMJ316	-0.95	2	-0.09	0.463	964	0.96	0.537	1038	0.984
CVZTB91	-0.94	2	-0.09	0.464	965	0.962	0.536	1037	0.984
KJD41	-0.94	2	-0.09	0.465	966	0.962	0.535	1036	0.984
SAHOX839	-0.93	2	-0.08	0.466	967	0.962	0.534	1035	0.984
HJF256	-0.93	2	-0.08	0.466	968	0.962	0.534	1034	0.984
VPT0	-0.93	2	-0.08	0.467	969	0.962	0.533	1033	0.984
UMZY0	-0.92	2	-0.08	0.467	970	0.962	0.533	1032	0.984
KHJ7	-0.92	2	-0.08	0.468	971	0.962	0.532	1031	0.984
WNQL450	-0.92	2	-0.08	0.468	972	0.962	0.532	1030	0.984
DKX28	-0.92	2	-0.08	0.468	973	0.962	0.532	1029	0.984
PBCY24	-0.92	2	-0.08	0.468	974	0.962	0.532	1028	0.984
FOG7	-0.92	2	-0.08	0.469	975	0.962	0.531	1027	0.984
RONTA018	-0.92	2	-0.08	0.469	976	0.962	0.531	1026	0.984
KOD14	-0.91	2	-0.07	0.471	977	0.962	0.529	1025	0.984
MOZ6	-0.91	2	-0.07	0.471	978	0.962	0.529	1024	0.984
SGVXQ53	-0.90	2	-0.07	0.471	979	0.962	0.529	1023	0.984
JAKL71	-0.90	2	-0.07	0.472	980	0.962	0.528	1022	0.984
AHUKC083	-0.90	2	-0.07	0.472	981	0.962	0.528	1021	0.984
ZTVXZ0	-0.90	2	-0.07	0.472	982	0.962	0.528	1020	0.984
SDLJO143	-0.90	2	-0.07	0.473	983	0.962	0.527	1019	0.984
TDC295	-0.89	2	-0.06	0.475	984	0.962	0.525	1018	0.984
GOJEV7	-0.89	2	-0.06	0.475	985	0.962	0.525	1017	0.984
IZK972	-0.89	2	-0.06	0.475	986	0.962	0.525	1016	0.984
RKF410	-0.89	2	-0.06	0.475	987	0.962	0.525	1015	0.984
ZKHE28	-0.88	2	-0.06	0.476	988	0.962	0.524	1014	0.984
HPRC96	-0.88	2	-0.06	0.476	989	0.962	0.524	1013	0.984
DILX32	-0.88	2	-0.06	0.477	990	0.962	0.523	1012	0.984
UET913	-0.87	2	-0.06	0.478	991	0.962	0.522	1011	0.984
YHLW390	-0.87	2	-0.06	0.478	992	0.962	0.522	1010	0.984
OKJXV4	-0.87	2	-0.05	0.478	993	0.962	0.522	1009	0.984
VMX821	-0.87	2	-0.05	0.479	994	0.962	0.521	1008	0.984
NFG923	-0.87	2	-0.05	0.479	995	0.962	0.521	1007	0.984
HVLIU8	-0.87	2	-0.05	0.479	996	0.963	0.521	1006	0.984
CRUO9	-0.85	2	-0.05	0.482	997	0.965	0.518	1005	0.984
ZTBHK57	-0.85	2	-0.04	0.482	998	0.965	0.518	1004	0.984
YKI5	-0.85	2	-0.04	0.482	999	0.965	0.518	1003	0.984
FVIFU0	-0.85	2	-0.04	0.483	1000	0.965	0.517	1002	0.984
FKQH7	-0.85	2	-0.04	0.483	1001	0.965	0.517	1001	0.984
BSW9	-0.85	2	-0.04	0.483	1002	0.965	0.517	1000	0.984
DDI701	-0.84	2	-0.04	0.484	1003	0.965	0.516	999	0.984
USA103	-0.84	2	-0.04	0.485	1004	0.966	0.515	998	0.984
BIC17	-0.84	2	-0.04	0.485	1005	0.966	0.515	997	0.984
UQP27	-0.83	2	-0.03	0.486	1006	0.966	0.514	996	0.984
ICB64	-0.83	2	-0.03	0.487	1007	0.966	0.513	995	0.984
PLFDE1	-0.83	2	-0.03	0.487	1008	0.966	0.513	994	0.984
LGM154	-0.82	2	-0.03	0.488	1009	0.966	0.512	993	0.984
BDOM416	-0.82	2	-0.03	0.488	1010	0.966	0.512	992	0.984
OXHA70	-0.82	2	-0.03	0.488	1011	0.966	0.512	991	0.984
ICBSE5	-0.82	2	-0.03	0.489	1012	0.966	0.511	990	0.984
CGKE706	-0.82	2	-0.03	0.489	1013	0.966	0.511	989	0.984
WEKY8	-0.82	2	-0.03	0.489	1014	0.966	0.511	988	0.984
GFPW175	-0.81	2	-0.02	0.491	1015	0.966	0.509	987	0.984
EYAU2	-0.81	2	-0.02	0.491	1016	0.966	0.509	986	0.984
KREH42	-0.80	2	-0.02	0.492	1017	0.966	0.508	985	0.984
TFECY23	-0.80	2	-0.02	0.492	1018	0.966	0.508	984	0.984
MFCP85	-0.80	2	-0.02	0.492	1019	0.966	0.508	983	0.984
FDJZ3	-0.80	2	-0.02	0.492	1020	0.966	0.508	982	0.984
AWRT9	-0.80	2	-0.02	0.493	1021	0.966	0.507	981	0.984
NFH053	-0.79	2	-0.02	0.494	1022	0.966	0.506	980	0.984
YPA9	-0.79	2	-0.01	0.494	1023	0.967	0.506	979	0.984
HMC18	-0.79	2	-0.01	0.495	1024	0.967	0.505	978	0.984
FTDSZ3	-0.78	2	-0.01	0.496	1025	0.967	0.504	977	0.984
UVEX53	-0.78	2	-0.01	0.496	1026	0.967	0.504	976	0.984
LULE4	-0.78	2	-0.01	0.497	1027	0.969	0.503	975	0.984
IES702	-0.77	2	-0.01	0.498	1028	0.969	0.502	974	0.984
ZQHYJ3	-0.77	2	-0.00	0.499	1029	0.969	0.501	973	0.984
KXR197	-0.77	2	-0.00	0.499	1030	0.969	0.501	972	0.984
QKNU986	-0.77	2	-0.00	0.499	1031	0.969	0.501	971	0.984
NCEGF2	-0.76	2	0.00	0.5	1032	0.97	0.5	970	0.984
MTID76	-0.76	2	0.00	0.501	1033	0.97	0.499	969	0.984
MMAF42	-0.75	2	0.01	0.502	1034	0.97	0.498	968	0.984
IEAS61	-0.75	2	0.01	0.503	1035	0.97	0.497	967	0.984
ETOBK6	-0.75	2	0.01	0.503	1036	0.97	0.497	966	0.984
IAZYB68	-0.74	2	0.01	0.504	1037	0.97	0.496	965	0.984
RRAE9	-0.74	2	0.01	0.504	1038	0.97	0.496	964	0.984
BEDFY75	-0.74	2	0.01	0.504	1039	0.97	0.496	963	0.984
WBJDP19	-0.74	2	0.01	0.505	1040	0.97	0.495	962	0.984
SDRXW9	-0.73	2	0.02	0.507	1041	0.97	0.493	961	0.984
NHI2	-0.72	2	0.02	0.508	1042	0.97	0.492	960	0.984
QJT8	-0.72	2	0.02	0.509	1043	0.97	0.491	959	0.984
PPIH51	-0.72	2	0.02	0.509	1044	0.97	0.491	958	0.984
XNHKQ136	-0.72	2	0.02	0.509	1045	0.97	0.491	957	0.984
WQL1	-0.71	2	0.03	0.511	1046	0.97	0.489	956	0.984
UELC56	-0.71	2	0.03	0.511	1047	0.97	0.489	955	0.984
OBNH126	-0.71	2	0.03	0.511	1048	0.97	0.489	954	0.984
FFK5	-0.70	2	0.03	0.512	1049	0.97	0.488	953	0.984
QTF907	-0.70	2	0.03	0.513	1050	0.97	0.487	952	0.984
IYD389	-0.69	2	0.04	0.514	1051	0.97	0.486	951	0.984
CYP37	-0.69	2	0.04	0.514	1052	0.97	0.486	950	0.984
SNOIP62	-0.69	2	0.04	0.514	1053	0.97	0.486	949	0.984
VIDU83	-0.69	2	0.04	0.514	1054	0.97	0.486	948	0.984
ULUBI649	-0.69	2	0.04	0.515	1055	0.97	0.485	947	0.984
QWB0	-0.68	2	0.04	0.516	1056	0.97	0.484	946	0.984
BKJMO924	-0.68	2	0.04	0.516	1057	0.97	0.484	945	0.984
URCT724	-0.68	2	0.04	0.516	1058	0.97	0.484	944	0.984
DOQ19	-0.68	2	0.04	0.516	1059	0.97	0.484	943	0.984
PUE680	-0.68	2	0.04	0.517	1060	0.97	0.483	942	0.984
FSD267	-0.68	2	0.04	0.517	1061	0.97	0.483	941	0.984
MRZUQ10	-0.68	2	0.04	0.517	1062	0.97	0.483	940	0.984
BWFI71	-0.68	2	0.04	0.517	1063	0.97	0.483	939	0.984
CSQP7	-0.68	2	0.04	0.517	1064	0.97	0.483	938	0.984
