guide	gene	Givpir_1	Givpir_2	Givpir_3	Netretopanpir_1	Netretopanpir_2	Netretopanpir_3	NonTreated_1	NonTreated_2	NonTreated_3	Xosam_1	Xosam_2	Xosam_3
WED381_1	WED381	1439	1423	1470	1559	1518	1593	573	606	583	1314	1197	1231
WED381_2	WED381	1433	1416	1413	1542	1502	1561	638	616	540	1218	1184	1321
TSPL7_1	TSPL7	1626	1689	1672	1350	1310	1272	581	638	645	2463	2355	2325
TSPL7_2	TSPL7	1661	1679	1658	1298	1332	1302	597	546	636	2318	2360	2370
PVW06_1	PVW06	1132	1253	1215	2146	2200	2195	571	666	658	868	858	882
PVW06_2	PVW06	1201	1197	1225	2067	2177	2193	662	638	556	899	857	783
PZCHL71_1	PZCHL71	877	900	1002	1348	1384	1301	620	586	549	3188	3151	3231
PZCHL71_2	PZCHL71	872	911	970	1306	1316	1316	568	627	528	3244	3186	3267
PPDBK2_1	PPDBK2	2614	2684	2640	394	323	354	569	540	577	1195	1188	1180
PPDBK2_2	PPDBK2	2687	2732	2681	394	369	308	672	578	534	1139	1126	1180
UXV2_1	UXV2	3761	3771	3807	717	692	679	551	613	550	1414	1481	1427
UXV2_2	UXV2	3744	3829	3743	724	674	757	635	613	572	1448	1465	1519
UKTM90_1	UKTM90	516	479	474	1381	1404	1356	602	596	572	1692	1647	1639
UKTM90_2	UKTM90	528	583	561	1378	1363	1440	542	546	566	1625	1657	1652
NQUP1_1	NQUP1	1270	1270	1234	2672	2726	2773	560	672	624	803	820	814
NQUP1_2	NQUP1	1144	1182	1192	2789	2719	2787	587	672	542	744	758	843
SOS52_1	SOS52	1370	1393	1428	1404	1308	1391	527	600	603	940	943	987
SOS52_2	SOS52	1412	1427	1463	1413	1361	1302	580	650	671	1054	1016	1011
QBYX2_1	QBYX2	4512	4533	4454	2585	2637	2624	551	581	622	1811	1812	1825
QBYX2_2	QBYX2	4472	4501	4535	2597	2662	2683	645	662	590	1887	1854	1843
MHC948_1	MHC948	1113	1104	1188	783	760	772	612	666	644	1061	980	1036
MHC948_2	MHC948	1186	1087	1173	873	872	784	627	675	535	1037	1010	996
EQLYV03_1	EQLYV03	993	1030	907	642	686	568	600	582	598	1061	1155	1091
EQLYV03_2	EQLYV03	1028	981	897	606	573	665	542	674	674	1056	1092	1121
ZBXSJ8_1	ZBXSJ8	1348	1335	1320	560	612	553	554	562	551	2509	2419	2374
ZBXSJ8_2	ZBXSJ8	1405	1395	1371	582	501	534	656	571	561	2392	2401	2398
VDJEW7_1	VDJEW7	2153	2154	2183	1193	1251	1304	631	591	629	2282	2202	2200
VDJEW7_2	VDJEW7	2092	2133	2199	1313	1299	1241	628	643	620	2277	2196	2201
GXEQI289_1	GXEQI289	1844	1760	1789	1124	1125	1155	547	577	592	1413	1478	1394
GXEQI289_2	GXEQI289	1811	1779	1806	1075	1038	1050	639	645	528	1421	1382	1360
LJY7_1	LJY7	1541	1483	1610	1648	1736	1693	527	602	631	563	450	583
LJY7_2	LJY7	1538	1484	1537	1627	1737	1632	672	646	547	525	465	504
JYVJX5_1	JYVJX5	3269	3285	3207	1947	1917	1905	609	555	652	988	897	901
JYVJX5_2	JYVJX5	3282	3217	3166	1917	1959	1976	575	569	612	1013	969	966
BGHW3_1	BGHW3	2521	2526	2420	580	536	605	636	564	560	1252	1317	1326
BGHW3_2	BGHW3	2519	2405	2469	556	500	568	626	530	552	1278	1295	1224
STG962_1	STG962	982	881	1016	1104	1151	1119	648	565	618	338	347	414
STG962_2	STG962	969	1025	885	1165	1059	1130	646	674	660	333	300	374
XRF02_1	XRF02	1410	1476	1440	917	827	836	560	638	658	2321	2363	2349
XRF02_2	XRF02	1392	1400	1353	901	901	874	578	556	609	2280	2326	2314
CYCAZ16_1	CYCAZ16	1321	1314	1293	1109	1105	1113	569	538	617	866	803	774
CYCAZ16_2	CYCAZ16	1368	1252	1270	1113	999	1096	585	579	669	877	858	791
MFCP85_1	MFCP85	1329	1415	1355	899	912	941	612	657	656	1182	1223	1125
MFCP85_2	MFCP85	1328	1327	1346	883	924	911	584	667	542	1195	1223	1201
FTNZ765_1	FTNZ765	202	183	219	177	102	155	171	181	163	187	123	142
FTNZ765_2	FTNZ765	165	193	205	129	195	216	138	112	92	220	125	148
YYNCG867_1	YYNCG867	2440	2443	2531	736	775	809	638	544	528	1143	1290	1168
YYNCG867_2	YYNCG867	2462	2471	2533	731	703	675	558	572	618	1278	1157	1157
XKN8_1	XKN8	661	704	708	607	679	688	575	571	609	309	353	360
XKN8_2	XKN8	590	600	585	622	614	692	550	627	559	322	336	371
UQP27_1	UQP27	2082	2076	2071	2400	2530	2514	536	604	587	1174	1098	1084
UQP27_2	UQP27	2049	2050	1968	2432	2508	2492	567	673	593	1072	1166	1161
QKNU986_1	QKNU986	1903	1897	1777	3238	3146	3211	646	576	622	1218	1120	1213
QKNU986_2	QKNU986	1855	1870	1917	3149	3105	3149	597	610	603	1249	1178	1128
CECN1_1	CECN1	139	159	166	199	134	184	157	77	219	134	102	210
CECN1_2	CECN1	165	209	193	172	108	163	98	158	77	181	127	131
EJLSA806_1	EJLSA806	1074	1055	1063	2079	2166	2095	586	620	553	862	989	879
EJLSA806_2	EJLSA806	1060	1015	1073	2108	2154	2133	559	612	640	959	875	954
ITNR389_1	ITNR389	842	741	757	653	690	608	573	595	540	755	798	776
ITNR389_2	ITNR389	846	746	740	713	694	610	566	535	666	714	799	673
ZJV238_1	ZJV238	4773	4775	4682	2453	2475	2490	589	650	542	3233	3200	3191
ZJV238_2	ZJV238	4659	4756	4752	2584	2578	2555	540	604	584	3187	3208	3145
AFSNR25_1	AFSNR25	771	772	770	708	650	661	591	616	668	593	640	649
AFSNR25_2	AFSNR25	697	780	780	628	723	726	620	546	617	582	552	602
RBSIF8_1	RBSIF8	762	812	866	933	864	895	617	588	582	1164	1192	1189
RBSIF8_2	RBSIF8	869	868	778	840	866	942	531	584	610	1153	1106	1242
NOLM64_1	NOLM64	781	731	777	1260	1167	1298	538	591	645	897	898	952
NOLM64_2	NOLM64	735	709	671	1261	1224	1297	636	535	662	875	937	903
BQCFI140_1	BQCFI140	1386	1290	1318	1566	1586	1485	643	597	562	890	927	921
BQCFI140_2	BQCFI140	1418	1363	1373	1505	1526	1539	669	617	608	958	914	946
WGP6_1	WGP6	2311	2187	2175	1150	1092	1039	619	586	666	922	962	890
WGP6_2	WGP6	2181	2278	2231	1073	1152	1039	645	606	602	993	993	998
EMS78_1	EMS78	1924	1879	1919	1995	2004	1912	542	593	613	2419	2466	2496
EMS78_2	EMS78	1939	1897	1858	1954	1921	1931	672	567	526	2434	2517	2529
FCIG8_1	FCIG8	1138	1166	1250	589	501	526	633	642	631	1247	1180	1198
FCIG8_2	FCIG8	1247	1163	1258	628	615	575	533	649	571	1281	1293	1181
FSN9_1	FSN9	2513	2461	2410	2039	2028	2133	628	541	580	4705	4606	4636
FSN9_2	FSN9	2496	2400	2376	2007	2056	2063	642	558	574	4685	4708	4560
JPLH1_1	JPLH1	733	747	671	119	181	186	539	638	526	630	636	634
JPLH1_2	JPLH1	686	748	674	152	250	178	556	583	625	498	569	639
IEWO670_1	IEWO670	1977	1997	1972	228	255	283	553	539	639	2022	2008	2054
IEWO670_2	IEWO670	2017	2003	2025	343	274	257	655	545	566	2018	1995	1934
CVZTB91_1	CVZTB91	445	434	458	1457	1423	1420	623	627	610	1040	1061	1128
CVZTB91_2	CVZTB91	378	460	340	1473	1415	1501	560	559	584	1053	1058	1158
DNDY25_1	DNDY25	2717	2753	2697	956	946	921	582	623	561	365	290	404
DNDY25_2	DNDY25	2794	2730	2759	868	879	993	597	573	633	410	414	426
JNXL753_1	JNXL753	1091	1073	1064	233	173	230	623	630	619	708	702	823
JNXL753_2	JNXL753	1131	1000	1115	300	313	231	535	553	597	728	773	738
XAU1_1	XAU1	1667	1634	1697	602	594	657	592	659	532	1195	1236	1252
XAU1_2	XAU1	1594	1659	1658	596	675	595	592	624	657	1174	1266	1280
EDMVH37_1	EDMVH37	1606	1602	1498	836	733	715	559	586	648	2657	2622	2569
EDMVH37_2	EDMVH37	1569	1588	1632	764	721	821	540	560	539	2590	2606	2632
GAPL137_1	GAPL137	1352	1379	1330	903	806	939	657	569	546	1548	1641	1660
GAPL137_2	GAPL137	1407	1292	1359	907	882	817	632	633	551	1632	1539	1587
DYI26_1	DYI26	956	1019	1011	6477	6525	6430	552	646	615	644	603	583
DYI26_2	DYI26	958	1057	1026	6446	6460	6392	656	659	576	558	548	662
QBKOM3_1	QBKOM3	1175	1187	1246	782	774	759	537	576	567	1689	1705	1651
QBKOM3_2	QBKOM3	1147	1191	1253	773	761	776	670	540	592	1669	1602	1673
RYIR058_1	RYIR058	2325	2331	2294	1001	916	905	545	622	564	1833	1878	1868
RYIR058_2	RYIR058	2330	2262	2245	923	904	994	578	574	585	1836	1781	1799
AYA2_1	AYA2	858	857	919	491	484	589	668	573	540	2602	2625	2600
AYA2_2	AYA2	901	966	853	565	468	603	564	573	537	2549	2587	2602
VEQ704_1	VEQ704	1804	1785	1729	1657	1599	1727	577	628	619	1484	1548	1532
VEQ704_2	VEQ704	1769	1767	1866	1635	1623	1724	563	587	593	1435	1518	1502
KFO5_1	KFO5	1742	1679	1637	438	421	401	526	628	639	1277	1252	1262
KFO5_2	KFO5	1717	1628	1641	335	417	379	551	652	673	1307	1307	1226
MRZUC02_1	MRZUC02	2662	2669	2708	1423	1402	1366	593	586	580	428	473	407
MRZUC02_2	MRZUC02	2741	2704	2615	1321	1441	1415	627	545	595	506	398	472
OED451_1	OED451	710	721	713	503	541	575	570	656	551	4141	4088	4108
OED451_2	OED451	652	661	641	588	555	563	577	671	600	4161	4085	4154
KLNWH76_1	KLNWH76	5143	5173	5064	1895	1831	1789	591	542	658	3156	3194	3237
KLNWH76_2	KLNWH76	5129	5050	5180	1878	1919	1901	528	591	602	3215	3168	3224
TTKY2_1	TTKY2	864	844	847	572	553	579	545	635	655	1218	1250	1318
TTKY2_2	TTKY2	765	832	735	509	494	503	624	611	618	1314	1307	1289
KBDW2_1	KBDW2	156	187	204	221	194	188	89	100	142	192	136	217
KBDW2_2	KBDW2	180	82	163	203	149	179	120	121	113	207	180	173
JHCXZ89_1	JHCXZ89	3958	3907	3944	2854	2916	2878	582	552	622	1480	1515	1450
JHCXZ89_2	JHCXZ89	4023	3952	3962	2965	2841	2849	602	650	597	1449	1429	1514
MOM614_1	MOM614	573	521	625	1319	1248	1368	606	622	566	1625	1580	1555
MOM614_2	MOM614	533	629	629	1379	1313	1296	558	573	564	1551	1654	1659
QTF907_1	QTF907	437	483	445	1953	2065	2058	675	525	588	1142	1214	1189
QTF907_2	QTF907	390	442	480	2058	1976	1949	669	558	576	1196	1211	1172
VKJBG2_1	VKJBG2	1865	1875	1933	403	463	482	634	619	566	2583	2614	2544
VKJBG2_2	VKJBG2	1884	1884	1932	505	440	481	621	614	620	2510	2559	2546
AWRT9_1	AWRT9	1375	1341	1350	1429	1392	1354	644	552	674	1110	1131	1153
AWRT9_2	AWRT9	1345	1357	1308	1316	1391	1437	574	605	531	1205	1158	1118
TPOX019_1	TPOX019	487	394	491	1458	1452	1432	535	625	663	1022	1021	952
TPOX019_2	TPOX019	508	472	397	1462	1465	1328	564	586	579	1036	975	1038
MPDQ42_1	MPDQ42	1910	1879	1835	2826	2771	2833	615	575	527	3041	2968	2983
MPDQ42_2	MPDQ42	1874	1869	1922	2717	2749	2842	539	572	538	2958	3030	2995
GTBHR2_1	GTBHR2	1213	1174	1145	2461	2446	2520	616	574	617	834	844	983
GTBHR2_2	GTBHR2	1186	1095	1224	2524	2456	2469	590	604	646	956	939	983
QYZF132_1	QYZF132	913	897	969	1146	1201	1152	622	551	623	2961	2907	2953
QYZF132_2	QYZF132	1035	935	970	1185	1146	1219	574	590	543	2934	2987	3045
UUZI27_1	UUZI27	887	984	919	1874	1730	1825	574	557	621	1097	1087	1027
UUZI27_2	UUZI27	962	985	933	1862	1742	1795	643	610	667	1087	1041	1047
SVCEQ86_1	SVCEQ86	1619	1616	1686	788	792	759	606	641	600	1311	1252	1254
SVCEQ86_2	SVCEQ86	1665	1566	1566	809	793	776	630	630	649	1275	1388	1391
NUQG134_1	NUQG134	1473	1493	1422	2173	2225	2122	582	659	638	2321	2319	2329
NUQG134_2	NUQG134	1408	1526	1439	2197	2166	2177	667	612	536	2288	2204	2241
QHS694_1	QHS694	1559	1562	1562	678	699	692	650	587	588	442	367	479
QHS694_2	QHS694	1590	1592	1590	797	763	747	537	608	580	431	473	455
LULE4_1	LULE4	3304	3207	3277	757	775	844	582	562	647	1077	1084	1098
LULE4_2	LULE4	3317	3283	3198	756	855	753	548	589	528	1088	1168	1136
TOQ605_1	TOQ605	1410	1445	1359	1480	1501	1536	574	639	642	1347	1393	1317
TOQ605_2	TOQ605	1450	1488	1455	1425	1421	1503	629	635	541	1412	1297	1344
ZVA89_1	ZVA89	414	310	364	2861	2873	2869	578	639	591	602	680	689
ZVA89_2	ZVA89	289	335	302	2834	2837	2837	660	623	597	720	598	689
FKP0_1	FKP0	195	115	143	105	170	129	115	133	133	92	220	139
FKP0_2	FKP0	181	201	224	86	139	190	110	104	201	106	221	178
WDYW78_1	WDYW78	1953	2024	2033	1730	1824	1717	604	632	656	3089	3076	3009
WDYW78_2	WDYW78	2082	2078	1955	1863	1785	1843	544	625	624	3023	2987	3120
KCVH12_1	KCVH12	778	728	727	1476	1492	1556	530	571	625	339	293	259
KCVH12_2	KCVH12	780	790	727	1550	1587	1623	631	641	674	358	371	351
UDVA495_1	UDVA495	1295	1189	1327	2862	2875	2928	528	649	625	866	777	856
UDVA495_2	UDVA495	1254	1258	1237	2948	2854	2866	611	637	637	921	908	807
FUWO56_1	FUWO56	1437	1318	1442	1261	1266	1208	615	570	645	513	563	443
FUWO56_2	FUWO56	1397	1326	1428	1344	1305	1229	601	659	626	485	545	436
WQCB87_1	WQCB87	534	581	565	594	551	661	534	542	654	3268	3155	3168
WQCB87_2	WQCB87	580	622	510	540	562	530	563	606	588	3213	3233	3219
DEWG63_1	DEWG63	3639	3612	3606	3988	4018	4046	655	528	630	1881	1793	1911
DEWG63_2	DEWG63	3608	3594	3568	4106	3980	3992	665	559	569	1837	1816	1923
DFQ13_1	DFQ13	876	920	970	771	830	743	653	625	617	2392	2394	2357
DFQ13_2	DFQ13	843	942	932	748	781	768	652	600	656	2360	2464	2344
PLFDE1_1	PLFDE1	1135	1138	1116	1776	1661	1681	646	658	643	1185	1236	1138
PLFDE1_2	PLFDE1	1126	1147	1167	1774	1719	1727	572	673	546	1245	1124	1198
WFKEL4_1	WFKEL4	2722	2625	2754	616	706	594	533	581	546	8354	8371	8408
WFKEL4_2	WFKEL4	2707	2620	2630	661	598	578	628	661	631	8358	8335	8347
BXDY837_1	BXDY837	7780	7740	7846	1653	1750	1741	667	636	561	586	621	557
BXDY837_2	BXDY837	7824	7828	7775	1630	1751	1739	643	538	532	566	643	581
KPD286_1	KPD286	610	638	655	409	323	354	568	543	600	2328	2444	2397
KPD286_2	KPD286	651	743	693	399	361	449	642	632	596	2322	2413	2415
QUKGE245_1	QUKGE245	710	675	724	1434	1436	1444	653	606	565	1880	1846	1961
QUKGE245_2	QUKGE245	662	665	680	1393	1427	1362	544	573	668	1878	1859	1963
HJPV1_1	HJPV1	1737	1771	1646	1263	1386	1274	597	659	637	5230	5207	5165
HJPV1_2	HJPV1	1717	1698	1688	1307	1251	1367	559	538	539	5281	5154	5140
GZE12_1	GZE12	1081	1006	955	1328	1278	1253	642	649	527	488	601	474
GZE12_2	GZE12	1053	1074	963	1313	1332	1271	622	545	571	562	575	523
ZQGS920_1	ZQGS920	497	454	444	1361	1385	1427	643	542	574	982	1079	974
ZQGS920_2	ZQGS920	398	462	437	1362	1458	1384	537	538	566	1057	1007	997
ZJAPG980_1	ZJAPG980	468	449	563	802	858	926	538	597	594	2993	2990	2879
ZJAPG980_2	ZJAPG980	450	463	590	830	908	814	627	570	654	2913	2968	2997
PUB45_1	PUB45	1408	1400	1451	2087	2068	2008	548	587	588	1428	1381	1503
PUB45_2	PUB45	1420	1350	1332	2013	2050	2074	576	623	607	1369	1509	1378
GKHX3_1	GKHX3	6851	6797	6827	3182	3210	3275	665	564	572	851	803	911
GKHX3_2	GKHX3	6803	6766	6839	3183	3189	3195	654	547	620	929	910	856
OARXN8_1	OARXN8	2970	2949	2909	1901	2011	1939	605	675	576	999	952	870
OARXN8_2	OARXN8	2967	2965	2855	2002	2025	1922	644	542	624	874	941	916
ZOWLP5_1	ZOWLP5	809	912	907	426	391	388	626	646	649	919	937	944
ZOWLP5_2	ZOWLP5	929	928	890	302	290	354	568	665	602	997	941	995
ZTVXZ0_1	ZTVXZ0	2056	2181	2134	332	342	250	561	665	673	1202	1239	1181
ZTVXZ0_2	ZTVXZ0	2085	2145	2141	327	225	292	630	577	671	1112	1152	1164
TJSCE732_1	TJSCE732	1666	1711	1640	331	439	432	533	611	640	397	448	352
TJSCE732_2	TJSCE732	1689	1622	1651	453	468	429	551	636	560	314	432	353
SMAF6_1	SMAF6	1874	1883	1998	2463	2454	2496	555	570	669	1531	1518	1570
SMAF6_2	SMAF6	1912	1878	1976	2570	2513	2528	571	589	647	1498	1567	1476
BYRV762_1	BYRV762	2459	2415	2457	933	913	953	643	570	636	178	177	245
BYRV762_2	BYRV762	2432	2440	2433	945	956	995	596	527	529	157	240	199
TKNE074_1	TKNE074	845	969	914	1477	1540	1422	546	551	633	2177	2112	2197
TKNE074_2	TKNE074	932	894	963	1426	1403	1480	637	674	579	2125	2152	2158
QXC718_1	QXC718	773	779	764	911	886	940	656	652	636	727	748	827
QXC718_2	QXC718	812	839	786	866	947	880	618	602	604	704	727	765
TUZ56_1	TUZ56	525	485	436	805	868	911	574	596	641	576	612	563
TUZ56_2	TUZ56	516	523	486	903	912	827	576	604	554	610	650	634
GPY8_1	GPY8	681	686	713	1305	1316	1327	670	578	582	519	460	542
GPY8_2	GPY8	637	696	634	1237	1280	1302	623	615	636	568	483	595
XHYG768_1	XHYG768	1317	1409	1314	3597	3486	3521	650	653	627	1615	1696	1650
XHYG768_2	XHYG768	1318	1413	1408	3529	3570	3510	549	651	588	1700	1652	1625
QSV97_1	QSV97	1621	1616	1689	1099	1156	1092	544	622	642	1232	1204	1156
QSV97_2	QSV97	1643	1649	1730	1092	1185	1145	529	590	636	1190	1209	1281
YRKQ41_1	YRKQ41	5544	5624	5602	1670	1584	1589	583	532	663	1224	1200	1305
YRKQ41_2	YRKQ41	5619	5605	5602	1587	1643	1634	557	528	594	1230	1271	1280
CNVCO90_1	CNVCO90	840	830	826	1325	1338	1324	650	603	613	2225	2299	2238
CNVCO90_2	CNVCO90	803	752	824	1340	1379	1269	649	623	585	2180	2206	2209
BLAYE159_1	BLAYE159	382	414	362	1221	1275	1260	568	581	552	2757	2854	2747
BLAYE159_2	BLAYE159	402	413	324	1271	1322	1361	632	595	546	2836	2792	2839
FYKPJ82_1	FYKPJ82	427	373	308	1851	1818	1838	637	587	646	564	618	553
FYKPJ82_2	FYKPJ82	383	414	352	1920	1858	1905	563	675	656	655	536	599
NXAKN204_1	NXAKN204	1507	1486	1488	418	549	439	613	645	590	1496	1549	1581
NXAKN204_2	NXAKN204	1456	1428	1384	555	433	497	575	577	642	1533	1530	1628
PPGEY85_1	PPGEY85	2262	2151	2197	2793	2882	2936	585	543	635	2073	1981	1985
PPGEY85_2	PPGEY85	2194	2178	2187	2825	2898	2870	536	535	533	1955	1958	2034
YZY4_1	YZY4	3167	3138	3205	1990	1994	1997	560	526	560	3614	3549	3471
YZY4_2	YZY4	3094	3109	3178	2052	2053	2011	538	531	534	3538	3496	3491
IING50_1	IING50	848	766	732	2599	2643	2597	618	589	602	1012	968	965
IING50_2	IING50	794	745	829	2569	2575	2659	577	610	644	1017	933	946
YUZ4_1	YUZ4	569	621	535	1739	1692	1683	552	671	540	563	572	506
YUZ4_2	YUZ4	566	544	596	1631	1648	1671	626	633	639	615	565	586
LGU43_1	LGU43	1664	1522	1520	1059	1044	993	535	673	651	1537	1528	1536
LGU43_2	LGU43	1609	1550	1620	1041	1051	981	655	624	659	1530	1478	1576
QTFCM802_1	QTFCM802	1189	1094	1217	2035	1984	1943	642	662	673	4878	4749	4876
QTFCM802_2	QTFCM802	1213	1132	1155	2052	2065	1958	537	554	674	4812	4850	4769
CSQRI314_1	CSQRI314	1391	1481	1456	269	310	280	656	553	640	1290	1265	1266
CSQRI314_2	CSQRI314	1516	1450	1523	305	196	220	532	582	562	1272	1221	1191
ELF7_1	ELF7	99	202	199	196	160	90	94	155	130	113	127	80
ELF7_2	ELF7	196	148	117	123	83	101	174	173	193	106	178	203
TAB908_1	TAB908	1252	1233	1187	643	686	677	671	653	605	1000	1022	1080
TAB908_2	TAB908	1256	1279	1231	667	684	687	536	527	658	1050	1018	1065
URN6_1	URN6	762	675	779	1525	1529	1572	651	645	647	2719	2723	2733
URN6_2	URN6	794	712	806	1480	1554	1537	605	560	642	2676	2698	2762
NACQL8_1	NACQL8	904	893	908	1270	1399	1405	647	562	604	639	532	563
NACQL8_2	NACQL8	891	912	852	1310	1370	1398	590	540	593	655	654	577
KEX8_1	KEX8	3756	3791	3796	930	912	979	587	626	661	755	695	797
KEX8_2	KEX8	3798	3766	3807	997	921	890	634	649	547	733	772	788
TBWHS28_1	TBWHS28	1581	1532	1487	2178	2219	2225	593	591	546	704	675	679
TBWHS28_2	TBWHS28	1560	1501	1471	2152	2234	2152	540	576	607	581	625	619
KUN238_1	KUN238	2732	2833	2730	734	722	764	598	542	621	2197	2130	2219
KUN238_2	KUN238	2800	2769	2775	707	740	710	559	600	617	2099	2147	2083
NVRUO56_1	NVRUO56	632	680	669	3259	3292	3302	598	642	528	952	852	916
NVRUO56_2	NVRUO56	662	747	733	3269	3253	3248	554	661	585	894	822	888
EVTX873_1	EVTX873	621	559	513	1154	1137	1139	669	634	596	526	418	461
EVTX873_2	EVTX873	579	634	543	1129	1147	1195	586	609	668	396	451	498
KBKP923_1	KBKP923	2310	2190	2181	2517	2486	2450	592	643	573	1426	1366	1426
KBKP923_2	KBKP923	2275	2241	2191	2536	2519	2450	552	533	529	1398	1408	1322
TAKT409_1	TAKT409	509	577	572	402	349	361	594	656	654	1061	976	1095
TAKT409_2	TAKT409	433	461	447	365	325	444	611	571	527	1068	1074	1070
EUBC8_1	EUBC8	505	587	464	502	477	505	546	549	561	1357	1366	1316
EUBC8_2	EUBC8	564	475	581	490	450	439	581	611	638	1425	1410	1388
ARP5_1	ARP5	195	115	153	176	91	184	160	186	138	144	115	198
ARP5_2	ARP5	79	159	122	173	181	77	198	135	142	80	105	202
HSMT3_1	HSMT3	2595	2588	2512	846	947	885	610	675	558	1510	1507	1601
HSMT3_2	HSMT3	2646	2593	2619	978	849	934	533	547	580	1516	1515	1535
XQINW135_1	XQINW135	3696	3676	3761	539	485	549	571	539	624	307	356	400
XQINW135_2	XQINW135	3789	3740	3773	542	532	543	606	661	584	379	373	352
RLMJ316_1	RLMJ316	351	426	345	764	760	865	557	539	620	1064	1126	1146
RLMJ316_2	RLMJ316	324	370	371	833	874	844	599	654	653	1071	1156	1052
YLT79_1	YLT79	815	812	844	1976	2000	2023	645	601	565	771	697	741
YLT79_2	YLT79	847	786	826	1999	2016	1927	543	671	548	657	668	664
RRP30_1	RRP30	1146	1024	1110	1303	1284	1268	614	578	590	7251	7235	7232
RRP30_2	RRP30	1122	1017	1112	1289	1318	1204	617	604	539	7257	7315	7241
XDJ592_1	XDJ592	660	621	732	644	725	734	556	646	616	1413	1462	1480
XDJ592_2	XDJ592	662	695	730	698	666	687	539	536	581	1450	1465	1482
LFZKR9_1	LFZKR9	783	819	822	492	464	494	647	565	638	4700	4678	4716
LFZKR9_2	LFZKR9	779	847	800	502	477	451	594	566	549	4760	4743	4664
TRK90_1	TRK90	775	857	807	482	380	468	575	606	562	2523	2532	2463
TRK90_2	TRK90	740	825	874	446	525	424	547	551	532	2397	2520	2455
RVZA931_1	RVZA931	265	293	239	1086	1158	1125	552	542	670	2089	2108	2114
RVZA931_2	RVZA931	252	364	364	1073	1087	1164	674	642	645	2076	2061	2135
FDJZ3_1	FDJZ3	509	572	570	1551	1530	1529	547	534	594	1197	1085	1084
FDJZ3_2	FDJZ3	503	592	529	1580	1584	1569	599	665	604	1163	1193	1059
FCGIH354_1	FCGIH354	859	815	827	4034	4065	3995	598	562	556	894	933	974
FCGIH354_2	FCGIH354	908	858	857	4112	4043	3972	588	608	636	963	881	912
MKWYD561_1	MKWYD561	1283	1217	1293	2044	1982	2013	569	549	610	2230	2201	2225
MKWYD561_2	MKWYD561	1275	1271	1315	1966	1905	1983	628	532	531	2186	2253	2293
MJSVA23_1	MJSVA23	1864	1951	1896	2863	2894	2917	585	564	624	2585	2688	2645
MJSVA23_2	MJSVA23	1920	1907	1917	2824	2825	2925	602	662	670	2607	2608	2680
YXWAV1_1	YXWAV1	182	86	118	203	218	188	145	206	157	218	163	123
YXWAV1_2	YXWAV1	137	217	210	137	157	160	146	192	179	202	216	168
CSQP7_1	CSQP7	561	507	635	995	922	895	667	592	661	1159	1259	1209
CSQP7_2	CSQP7	533	619	575	864	950	950	565	564	579	1271	1175	1185
HQD69_1	HQD69	929	937	828	882	865	871	603	654	665	3917	3823	3882
HQD69_2	HQD69	821	901	945	997	985	868	638	568	526	3809	3835	3888
OKR410_1	OKR410	1654	1712	1690	2024	2112	2099	528	667	577	2405	2323	2352
OKR410_2	OKR410	1633	1719	1625	2067	2130	2129	642	641	556	2276	2359	2365
NSGJ5_1	NSGJ5	1823	1766	1743	1296	1207	1221	557	554	555	621	676	653
NSGJ5_2	NSGJ5	1739	1712	1722	1234	1195	1202	640	630	561	619	698	722
KPSE3_1	KPSE3	217	207	224	212	139	77	196	190	100	88	140	205
KPSE3_2	KPSE3	194	170	164	143	117	214	208	144	167	190	129	181
GEOD7_1	GEOD7	322	310	370	1139	1185	1126	590	658	611	876	997	943
GEOD7_2	GEOD7	328	274	368	1081	1173	1192	587	632	591	904	1005	975
VPRJX3_1	VPRJX3	719	753	690	746	637	631	605	648	675	1494	1591	1489
VPRJX3_2	VPRJX3	752	667	732	701	753	725	576	556	614	1615	1549	1538
OIS072_1	OIS072	986	1081	1022	1343	1413	1411	671	577	532	2253	2197	2238
OIS072_2	OIS072	1111	1092	1006	1352	1411	1371	546	585	669	2175	2306	2188
QDC065_1	QDC065	976	932	931	596	648	654	532	635	553	1196	1217	1194
QDC065_2	QDC065	928	1010	1019	598	701	612	660	575	572	1209	1194	1168
RTFHL63_1	RTFHL63	2176	2154	2165	2693	2651	2658	551	660	600	1046	1050	1143
RTFHL63_2	RTFHL63	2163	2257	2245	2725	2724	2679	596	625	638	1108	1150	1043
YGDA4_1	YGDA4	2057	1964	1991	2522	2604	2572	650	587	556	696	694	736
YGDA4_2	YGDA4	2074	2038	2041	2638	2636	2608	630	555	621	762	711	715
QKAV9_1	QKAV9	1534	1631	1561	650	733	702	536	643	607	3997	4012	3986
QKAV9_2	QKAV9	1625	1578	1654	644	680	764	539	575	580	3930	3958	4029
LYUVS734_1	LYUVS734	728	671	610	989	1002	980	668	636	572	813	675	741
LYUVS734_2	LYUVS734	725	602	670	1017	1092	1078	529	615	632	819	747	711
YAKS624_1	YAKS624	1646	1629	1593	2604	2634	2625	636	566	600	849	778	854
YAKS624_2	YAKS624	1683	1627	1586	2500	2591	2603	594	562	569	840	870	855
LABW13_1	LABW13	4936	4941	4901	2485	2543	2572	527	640	606	1317	1279	1360
LABW13_2	LABW13	4984	4994	4936	2560	2552	2554	647	543	671	1318	1330	1372
BNY6_1	BNY6	1679	1681	1733	1838	1925	1907	667	652	621	387	449	506
